investor_id,avg_gap_days,at_risk
INV001270,14.5,False
INV001271,107.33,True
INV001272,148.0,True
INV001273,110.0,True
INV001274,45.36,True
INV001275,39.0,True
INV001276,121.0,True
INV001277,420.0,True
INV001278,0.0,False
INV001279,120.75,True
INV001280,83.6,True
INV001281,88.8,True
INV001282,54.86,True
INV001283,0.0,False
INV001284,50.6,True
INV001285,2.0,False
INV001286,20.0,False
INV001287,57.62,True
INV001288,39.14,True
INV001289,171.0,True
INV001290,294.0,True
INV001291,63.5,True
INV001292,116.0,True
INV001293,0.0,False
INV001294,0.0,False
INV001295,45.11,True
INV001296,349.0,True
INV001297,247.0,True
INV001298,43.1,True
INV001299,40.36,True
INV001300,75.0,True
INV001301,81.33,True
INV001302,0.0,False
INV001303,209.0,True
INV001304,44.36,True
INV001305,42.0,True
INV001306,92.0,True
INV001307,152.0,True
INV001308,41.64,True
INV001309,0.0,False
INV001310,58.0,True
INV001311,151.33,True
INV001312,43.7,True
INV001313,125.67,True
INV001314,50.44,True
INV001315,48.89,True
INV001316,51.33,True
INV001317,42.4,True
INV001318,41.6,True
INV001319,33.57,False
INV001320,45.2,True
INV001321,75.83,True
INV001322,80.83,True
INV001323,0.0,False
INV001324,34.0,False
INV001325,82.5,True
INV001326,44.18,True
INV001327,501.0,True
INV001328,69.75,True
INV001329,46.89,True
INV001330,77.0,True
INV001331,52.78,True
INV001332,60.0,True
INV001333,45.55,True
INV001334,50.33,True
INV001335,209.0,True
INV001336,57.62,True
INV001337,63.5,True
INV001338,165.0,True
INV001339,0.0,False
INV001340,205.0,True
INV001341,98.5,True
INV001342,54.25,True
INV001343,56.0,True
INV001344,151.5,True
INV001345,65.0,True
INV001346,76.5,True
INV001347,265.0,True
INV001348,40.9,True
INV001349,65.5,True
INV001350,71.14,True
INV001351,40.91,True
INV001352,64.8,True
INV001353,57.33,True
INV001354,53.12,True
INV001355,40.2,True
INV001356,39.6,True
INV001357,40.0,True
INV001358,0.0,False
INV001359,54.38,True
INV001360,0.0,False
INV001361,37.88,True
INV001362,19.67,False
INV001363,50.67,True
INV001364,126.0,True
INV001365,68.67,True
INV001366,54.38,True
INV001367,82.5,True
INV001368,34.0,False
INV001369,50.62,True
INV001370,81.0,True
INV001371,76.0,True
INV001372,120.33,True
INV001373,88.0,True
INV001374,55.83,True
INV001375,44.91,True
INV001376,78.67,True
INV001377,65.14,True
INV001378,79.2,True
INV001379,48.33,True
INV001380,105.0,True
INV001381,0.0,False
INV001382,101.0,True
INV001383,44.0,True
INV001384,43.56,True
INV001385,118.25,True
INV001386,51.83,True
INV001387,57.25,True
INV001388,70.6,True
INV001389,87.0,True
INV001390,82.0,True
INV001391,68.71,True
INV001392,52.0,True
INV001393,104.0,True
INV001394,55.62,True
INV001395,56.0,True
INV001396,100.25,True
INV001397,48.1,True
INV001398,45.5,True
INV001399,62.33,True
INV001400,38.4,True
INV001401,38.11,True
INV001402,61.62,True
INV001403,54.0,True
INV001404,107.67,True
INV001405,130.33,True
INV001406,39.0,True
INV001407,39.56,True
INV001408,37.0,True
INV001409,32.33,False
INV001410,61.0,True
INV001411,65.14,True
INV001412,70.5,True
INV001413,56.0,True
INV001414,293.0,True
INV001415,53.0,True
INV001416,303.0,True
INV001417,88.0,True
INV001418,57.62,True
INV001419,61.29,True
INV001420,95.75,True
INV001421,63.14,True
INV001422,98.75,True
INV001423,34.0,False
INV001424,93.0,True
INV001425,445.0,True
INV001426,0.0,False
INV001427,0.0,False
INV001428,44.18,True
INV001429,240.0,True
INV001430,0.0,False
INV001431,60.0,True
INV001432,59.5,True
INV001433,99.2,True
INV001434,60.38,True
INV001435,36.0,True
INV001436,95.33,True
INV001437,89.0,True
INV001438,0.0,False
INV001439,56.33,True
INV001440,56.5,True
INV001441,60.0,True
INV001442,41.55,True
INV001443,57.2,True
INV001444,54.0,True
INV001445,51.0,True
INV001446,84.0,True
INV001447,125.67,True
INV001448,47.8,True
INV001449,48.5,True
INV001450,105.0,True
INV001451,0.0,False
INV001452,73.67,True
INV001453,106.67,True
INV001454,62.57,True
INV001455,41.18,True
INV001456,52.38,True
INV001457,38.09,True
INV001458,32.64,False
INV001459,116.25,True
INV001460,33.4,False
INV001461,43.0,True
INV001462,55.0,True
INV001463,80.25,True
INV001464,0.0,False
INV001465,52.0,True
INV001466,26.7,False
INV001467,54.33,True
INV001468,93.67,True
INV001469,97.5,True
INV001470,72.33,True
INV001471,0.0,False
INV001472,49.38,True
INV001473,81.33,True
INV001474,202.0,True
INV001475,88.33,True
INV001476,101.0,True
INV001477,71.0,True
INV001478,79.67,True
INV001479,102.0,True
INV001480,47.83,True
INV001481,49.83,True
INV001482,57.57,True
INV001483,84.6,True
INV001484,87.25,True
INV001485,48.89,True
INV001486,62.0,True
INV001487,91.0,True
INV001488,79.0,True
INV001489,85.5,True
INV001490,0.0,False
INV001491,70.57,True
INV001492,77.25,True
INV001493,150.0,True
INV001494,221.5,True
INV001495,16.0,False
INV001496,40.1,True
INV001497,45.82,True
INV001498,68.8,True
INV001499,41.78,True
INV001500,63.86,True
INV001501,52.83,True
INV001502,379.0,True
INV001503,44.8,True
INV001504,48.22,True
INV001505,148.0,True
INV001506,78.17,True
INV001507,39.18,True
INV001508,55.89,True
INV001509,0.0,False
INV001510,44.56,True
INV001511,28.0,False
INV001512,47.7,True
INV001513,60.6,True
INV001514,38.9,True
INV001515,97.25,True
INV001516,56.62,True
INV001517,82.0,True
INV001518,46.25,True
INV001519,77.0,True
INV001520,171.5,True
INV001521,47.25,True
INV001522,102.5,True
INV001523,0.0,False
INV001524,63.5,True
INV001525,60.83,True
INV001526,29.33,False
INV001527,123.0,True
INV001528,48.0,True
INV001529,214.0,True
INV001530,48.5,True
INV001531,85.33,True
INV001532,47.4,True
INV001533,168.0,True
INV001534,64.43,True
INV001535,150.67,True
INV001536,41.4,True
INV001537,99.0,True
INV001538,65.5,True
INV001539,237.0,True
INV001540,138.33,True
INV001541,0.0,False
INV001542,63.0,True
INV001543,56.2,True
INV001544,42.6,True
INV001545,46.4,True
INV001546,351.0,True
INV001547,43.82,True
INV001548,57.57,True
INV001549,50.12,True
INV001550,47.4,True
INV001551,55.88,True
INV001552,45.0,True
INV001553,44.91,True
INV001554,5.0,False
INV001555,91.0,True
INV001556,77.33,True
INV001557,80.33,True
INV001558,38.7,True
INV001559,0.0,False
INV001560,98.2,True
INV001561,55.86,True
INV001562,39.8,True
INV001563,194.0,True
INV001564,39.18,True
INV001565,126.0,True
INV001566,102.67,True
INV001567,50.2,True
INV001568,0.0,False
INV001569,69.5,True
INV001570,59.88,True
INV001571,87.0,True
INV001572,0.0,False
INV001573,42.14,True
INV001574,42.67,True
INV001575,52.62,True
INV001576,75.33,True
INV001577,0.0,False
INV001578,76.5,True
INV001579,41.64,True
INV001580,40.64,True
INV001581,101.75,True
INV001582,0.0,False
INV001583,56.12,True
INV001584,84.0,True
INV001585,35.38,True
INV001586,89.33,True
INV001587,40.1,True
INV001588,69.5,True
INV001589,0.0,False
INV001590,126.5,True
INV001591,32.0,False
INV001592,19.0,False
INV001593,159.5,True
INV001594,76.83,True
INV001595,69.33,True
INV001596,76.4,True
INV001597,43.4,True
INV001598,50.5,True
INV001599,44.55,True
INV001600,152.0,True
INV001601,96.0,True
INV001602,42.64,True
INV001603,33.3,False
INV001604,62.0,True
INV001605,49.9,True
INV001606,58.0,True
INV001607,231.0,True
INV001608,36.0,True
INV001609,52.78,True
INV001610,0.0,False
INV001611,42.7,True
INV001612,50.22,True
INV001613,90.0,True
INV001614,54.0,True
INV001615,44.0,True
INV001616,38.55,True
INV001617,11.0,False
INV001618,59.71,True
INV001619,70.0,True
INV001620,43.0,True
INV001621,167.0,True
INV001622,196.0,True
INV001623,46.9,True
INV001624,34.0,False
INV001625,39.64,True
INV001626,81.33,True
INV001627,70.8,True
INV001628,32.91,False
INV001629,44.36,True
INV001630,39.75,True
INV001631,45.6,True
INV001632,87.0,True
INV001633,0.0,False
INV001634,30.5,False
INV001635,73.0,True
INV001636,39.1,True
INV001637,90.4,True
INV001638,65.0,True
INV001639,69.4,True
INV001640,28.0,False
INV001641,54.56,True
INV001642,97.25,True
INV001643,49.29,True
INV001644,41.0,True
INV001645,54.29,True
INV001646,102.67,True
INV001647,0.0,False
INV001648,58.62,True
INV001649,42.27,True
INV001650,49.2,True
INV001651,47.2,True
INV001652,46.75,True
INV001653,55.14,True
INV001654,38.22,True
INV001655,79.75,True
INV001656,51.33,True
INV001657,0.0,False
INV001658,42.2,True
INV001659,41.0,True
INV001660,78.8,True
INV001661,97.75,True
INV001662,41.36,True
INV001663,46.57,True
INV001664,349.0,True
INV001665,116.5,True
INV001666,58.2,True
INV001667,0.0,False
INV001668,181.0,True
INV001669,68.0,True
INV001670,36.5,True
INV001671,62.0,True
INV001672,24.73,False
INV001673,49.3,True
INV001674,76.8,True
INV001675,0.0,False
INV001676,118.0,True
INV001677,95.0,True
INV001678,61.0,True
INV001679,76.5,True
INV001680,42.82,True
INV001681,180.5,True
INV001682,0.0,False
INV001683,62.14,True
INV001684,153.0,True
INV001685,44.0,True
INV001686,248.0,True
INV001687,70.75,True
INV001688,90.5,True
INV001689,45.55,True
INV001690,60.88,True
INV001691,57.75,True
INV001692,44.1,True
INV001693,104.0,True
INV001694,51.44,True
INV001695,21.38,False
INV001696,87.8,True
INV001697,45.45,True
INV001698,0.0,False
INV001699,59.43,True
INV001700,0.0,False
INV001701,45.73,True
INV001702,199.0,True
INV001703,0.0,False
INV001704,0.0,False
INV001705,47.62,True
INV001706,43.22,True
INV001707,104.67,True
INV001708,85.5,True
INV001709,37.0,True
INV001710,115.0,True
INV001711,65.83,True
INV001712,47.57,True
INV001713,45.86,True
INV001714,133.0,True
INV001715,68.29,True
INV001716,75.67,True
INV001717,93.0,True
INV001718,52.5,True
INV001719,55.0,True
INV001720,68.43,True
INV001721,81.67,True
INV001722,109.25,True
INV001723,83.67,True
INV001724,52.25,True
INV001725,44.6,True
INV001726,108.33,True
INV001727,78.5,True
INV001728,35.4,True
INV001729,76.75,True
INV001730,17.0,False
INV001731,310.0,True
INV001732,92.2,True
INV001733,207.0,True
INV001734,112.0,True
INV001735,79.0,True
INV001736,65.0,True
INV001737,42.62,True
INV001738,40.09,True
INV001739,46.67,True
INV001740,48.78,True
INV001741,45.2,True
INV001742,52.38,True
INV001743,44.0,True
INV001744,42.82,True
INV001745,159.67,True
INV001746,32.09,False
INV001747,68.86,True
INV001748,39.14,True
INV001749,0.0,False
INV001750,180.5,True
INV001751,39.14,True
INV001752,37.82,True
INV001753,42.82,True
INV001754,139.67,True
INV001755,206.0,True
INV001756,0.0,False
INV001757,35.36,True
INV001758,36.22,True
INV001759,40.55,True
INV001760,163.0,True
INV001761,0.0,False
INV001762,47.57,True
INV001763,59.67,True
INV001764,73.75,True
INV001765,67.57,True
INV001766,93.5,True
INV001767,0.0,False
INV001768,14.67,False
INV001769,70.0,True
INV001770,71.14,True
INV001771,64.14,True
INV001772,52.78,True
INV001773,53.75,True
INV001774,92.0,True
INV001775,29.14,False
INV001776,56.0,True
INV001777,46.1,True
INV001778,40.45,True
INV001779,170.0,True
INV001780,54.8,True
INV001781,99.33,True
INV001782,52.0,True
INV001783,58.88,True
INV001784,39.8,True
INV001785,202.0,True
INV001786,0.0,False
INV001787,60.0,True
INV001788,56.0,True
INV001789,51.25,True
INV001790,44.56,True
INV001791,76.75,True
INV001792,58.4,True
INV001793,409.0,True
INV001794,45.62,True
INV001795,98.25,True
INV001796,73.5,True
INV001797,47.8,True
INV001798,54.0,True
INV001799,73.17,True
INV001800,42.0,True
INV001801,68.6,True
INV001802,49.0,True
INV001803,36.88,True
INV001804,42.9,True
INV001805,62.2,True
INV001806,47.7,True
INV001807,164.0,True
INV001808,306.0,True
INV001809,79.67,True
INV001810,45.3,True
INV001811,44.82,True
INV001812,0.0,False
INV001813,63.0,True
INV001814,44.89,True
INV001815,60.33,True
INV001816,41.5,True
INV001817,236.0,True
INV001818,193.5,True
INV001819,189.0,True
INV001820,40.5,True
INV001821,111.33,True
INV001822,23.29,False
INV001823,37.0,True
INV001824,91.2,True
INV001825,46.56,True
INV001826,33.12,False
INV001827,95.0,True
INV001828,44.43,True
INV001829,67.5,True
INV001830,99.0,True
INV001831,45.5,True
INV001832,60.0,True
INV001833,41.83,True
INV001834,62.0,True
INV001835,78.0,True
INV001836,37.2,True
INV001837,42.27,True
INV001838,200.0,True
INV001839,105.5,True
INV001840,117.0,True
INV001841,35.12,True
INV001842,47.44,True
INV001843,50.62,True
INV001844,51.62,True
INV001845,108.75,True
INV001846,101.5,True
INV001847,54.75,True
INV001848,60.12,True
INV001849,84.8,True
INV001850,125.0,True
INV001851,56.14,True
INV001852,71.71,True
INV001853,30.18,False
INV001854,172.0,True
INV001855,159.0,True
INV001856,53.57,True
INV001857,45.1,True
INV001858,47.3,True
INV001859,82.5,True
INV001860,164.67,True
INV001861,39.78,True
INV001862,191.5,True
INV001863,167.33,True
INV001864,0.0,False
INV001865,47.62,True
INV001866,46.14,True
INV001867,89.6,True
INV001868,91.6,True
INV001869,122.0,True
INV001870,65.14,True
INV001871,42.64,True
INV001872,152.0,True
INV001873,68.5,True
INV001874,52.33,True
INV001875,73.0,True
INV001876,86.0,True
INV001877,54.83,True
INV001878,90.0,True
INV001879,58.5,True
INV001880,49.12,True
INV001881,74.6,True
INV001882,105.0,True
INV001883,70.86,True
INV001884,0.0,False
INV001885,45.09,True
INV001886,45.11,True
INV001887,78.0,True
INV001888,65.43,True
INV001889,0.0,False
INV001890,85.5,True
INV001891,60.25,True
INV001892,174.5,True
INV001893,54.6,True
INV001894,42.0,True
INV001895,61.57,True
INV001896,47.0,True
INV001897,52.83,True
INV001898,0.0,False
INV001899,69.29,True
INV001900,75.0,True
INV001901,162.5,True
INV001902,92.0,True
INV001903,38.22,True
INV001904,305.0,True
INV001905,109.0,True
INV001906,97.0,True
INV001907,0.0,False
INV001908,69.0,True
INV001909,48.33,True
INV001910,101.25,True
INV001911,30.0,False
INV001912,45.4,True
INV001913,64.6,True
INV001914,42.22,True
INV001915,228.0,True
INV001916,45.89,True
INV001917,40.43,True
INV001918,185.0,True
INV001919,132.0,True
INV001920,30.0,False
INV001921,43.64,True
INV001922,68.67,True
INV001923,44.0,True
INV001924,60.88,True
INV001925,0.0,False
INV001926,46.4,True
INV001927,42.25,True
INV001928,83.8,True
INV001929,45.11,True
INV001930,97.0,True
INV001931,0.0,False
INV001932,249.0,True
INV001933,61.71,True
INV001934,162.0,True
INV001935,0.0,False
INV001936,16.5,False
INV001937,48.3,True
INV001938,32.91,False
INV001939,63.0,True
INV001940,56.14,True
INV001941,268.0,True
INV001942,140.0,True
INV001943,62.0,True
INV001944,45.22,True
INV001945,46.57,True
INV001946,56.6,True
INV001947,0.0,False
INV001948,147.67,True
INV001949,58.67,True
INV001950,44.09,True
INV001951,47.11,True
INV001952,144.5,True
INV001953,409.0,True
INV001954,54.25,True
INV001955,54.29,True
INV001956,79.33,True
INV001957,41.0,True
INV001958,186.5,True
INV001959,53.75,True
INV001960,146.5,True
INV001961,65.86,True
INV001962,70.6,True
INV001963,133.67,True
INV001964,0.0,False
INV001965,152.0,True
INV001966,127.33,True
INV001967,25.86,False
INV001968,60.5,True
INV001969,45.1,True
INV001970,67.67,True
INV001971,38.3,True
INV001972,35.0,False
INV001973,0.0,False
INV001974,35.7,True
INV001975,78.2,True
INV001976,106.0,True
INV001977,56.75,True
INV001978,76.17,True
INV001979,42.0,True
INV001980,213.5,True
INV001981,122.75,True
INV001982,61.29,True
INV001983,68.71,True
INV001984,0.0,False
INV001985,70.83,True
INV001986,38.25,True
INV001987,40.2,True
INV001988,55.0,True
INV001989,89.5,True
INV001990,40.64,True
INV001991,27.5,False
INV001992,101.5,True
INV001993,44.7,True
INV001994,120.0,True
INV001995,43.75,True
INV001996,157.0,True
INV001997,59.25,True
INV001998,42.91,True
INV001999,29.91,False
INV002000,53.33,True
INV002001,53.0,True
INV002002,85.25,True
INV002003,41.33,True
INV002004,42.0,True
INV002005,54.5,True
INV002006,52.57,True
INV002007,82.67,True
INV002008,39.22,True
INV002009,0.0,False
INV002010,69.29,True
INV002011,59.75,True
INV002012,69.17,True
INV002013,57.57,True
INV002014,92.5,True
INV002015,134.0,True
INV002016,106.0,True
INV002017,49.25,True
INV002018,44.1,True
INV002019,65.0,True
INV002020,130.5,True
INV002021,46.17,True
INV002022,52.0,True
INV002023,75.5,True
INV002024,25.0,False
INV002025,55.83,True
INV002026,85.4,True
INV002027,133.0,True
INV002028,222.0,True
INV002029,75.0,True
INV002030,71.71,True
INV002031,0.0,False
INV002032,208.0,True
INV002033,38.9,True
INV002034,46.0,True
INV002035,39.0,True
INV002036,28.0,False
INV002037,37.67,True
INV002038,52.5,True
INV002039,46.1,True
INV002040,50.78,True
INV002041,52.8,True
INV002042,46.67,True
INV002043,86.75,True
INV002044,53.71,True
INV002045,60.0,True
INV002046,363.0,True
INV002047,134.67,True
INV002048,0.0,False
INV002049,66.17,True
INV002050,91.75,True
INV002051,43.67,True
INV002052,33.12,False
INV002053,21.0,False
INV002054,78.5,True
INV002055,69.0,True
INV002056,80.67,True
INV002057,62.0,True
INV002058,101.5,True
INV002059,214.0,True
INV002060,63.83,True
INV002061,80.5,True
INV002062,58.0,True
INV002063,36.5,True
INV002064,68.33,True
INV002065,163.33,True
INV002066,81.8,True
INV002067,53.38,True
INV002068,221.0,True
INV002069,42.8,True
INV002070,48.8,True
INV002071,142.33,True
INV002072,133.5,True
INV002073,80.25,True
INV002074,55.4,True
INV002075,66.2,True
INV002076,0.0,False
INV002077,76.2,True
INV002078,54.0,True
INV002079,61.33,True
INV002080,60.0,True
INV002081,55.0,True
INV002082,56.75,True
INV002083,46.5,True
INV002084,0.0,False
INV002085,54.17,True
INV002086,0.0,False
INV002087,70.6,True
INV002088,68.29,True
INV002089,114.67,True
INV002090,53.56,True
INV002091,0.0,False
INV002092,38.11,True
INV002093,36.57,True
INV002094,118.67,True
INV002095,43.5,True
INV002096,63.8,True
INV002097,37.0,True
INV002098,51.62,True
INV002099,71.29,True
INV002100,83.0,True
INV002101,38.0,True
INV002102,46.88,True
INV002103,19.33,False
INV002104,44.78,True
INV002105,0.0,False
INV002106,89.0,True
INV002107,55.33,True
INV002108,164.5,True
INV002109,25.86,False
INV002110,46.33,True
INV002111,42.27,True
INV002112,49.12,True
INV002113,80.8,True
INV002114,48.71,True
INV002115,65.71,True
INV002116,30.11,False
INV002117,63.86,True
INV002118,57.0,True
INV002119,47.44,True
INV002120,109.5,True
INV002121,51.38,True
INV002122,45.14,True
INV002123,67.0,True
INV002124,52.11,True
INV002125,36.0,True
INV002126,71.0,True
INV002127,47.0,True
INV002128,87.6,True
INV002129,91.0,True
INV002130,62.6,True
INV002131,65.86,True
INV002132,17.5,False
INV002133,89.8,True
INV002134,45.09,True
INV002135,55.78,True
INV002136,91.67,True
INV002137,31.67,False
INV002138,65.57,True
INV002139,66.71,True
INV002140,174.5,True
INV002141,44.83,True
INV002142,52.44,True
INV002143,40.45,True
INV002144,91.25,True
INV002145,84.5,True
INV002146,108.5,True
INV002147,347.0,True
INV002148,129.33,True
INV002149,31.9,False
INV002150,73.6,True
INV002151,53.67,True
INV002152,67.43,True
INV002153,45.22,True
INV002154,44.91,True
INV002155,59.71,True
INV002156,98.0,True
INV002157,40.91,True
INV002158,61.38,True
INV002159,46.43,True
INV002160,36.0,True
INV002161,64.14,True
INV002162,51.89,True
INV002163,306.0,True
INV002164,58.17,True
INV002165,82.17,True
INV002166,82.67,True
INV002167,39.12,True
INV002168,167.67,True
INV002169,112.67,True
INV002170,65.83,True
INV002171,55.83,True
INV002172,141.0,True
INV002173,148.0,True
INV002174,86.0,True
INV002175,92.0,True
INV002176,81.33,True
INV002177,43.8,True
INV002178,46.5,True
INV002179,42.3,True
INV002180,154.0,True
INV002181,72.2,True
INV002182,40.09,True
INV002183,97.67,True
INV002184,47.5,True
INV002185,28.78,False
INV002186,49.89,True
INV002187,44.18,True
INV002188,28.5,False
INV002189,43.64,True
INV002190,76.25,True
INV002191,121.0,True
INV002192,40.67,True
INV002193,71.5,True
INV002194,0.0,False
INV002195,48.78,True
INV002196,56.67,True
INV002197,105.25,True
INV002198,33.64,False
INV002199,38.12,True
INV002200,83.6,True
INV002201,44.44,True
INV002202,54.78,True
INV002203,128.0,True
INV002204,144.67,True
INV002205,87.4,True
INV002206,43.8,True
INV002207,73.0,True
INV002208,42.8,True
INV002209,271.0,True
INV002210,0.0,False
INV002211,42.56,True
INV002212,58.43,True
INV002213,36.62,True
INV002214,42.09,True
INV002215,53.89,True
INV002216,48.0,True
INV002217,82.25,True
INV002218,52.57,True
INV002219,49.9,True
INV002220,31.3,False
INV002221,214.0,True
INV002222,137.5,True
INV002223,82.6,True
INV002224,106.5,True
INV002225,69.75,True
INV002226,33.67,False
INV002227,41.75,True
INV002228,42.88,True
INV002229,44.67,True
INV002230,43.4,True
INV002231,0.0,False
INV002232,38.55,True
INV002233,0.0,False
INV002234,47.43,True
INV002235,69.83,True
INV002236,55.25,True
INV002237,41.78,True
INV002238,78.67,True
INV002239,75.5,True
INV002240,42.45,True
INV002241,47.8,True
INV002242,95.75,True
INV002243,126.0,True
INV002244,50.56,True
INV002245,37.27,True
INV002246,79.0,True
INV002247,33.0,False
INV002248,47.17,True
INV002249,31.44,False
INV002250,44.36,True
INV002251,52.17,True
INV002252,35.9,True
INV002253,49.25,True
INV002254,0.0,False
INV002255,79.25,True
INV002256,75.6,True
INV002257,166.0,True
INV002258,54.0,True
INV002259,39.6,True
INV002260,44.1,True
INV002261,46.86,True
INV002262,29.0,False
INV002263,0.0,False
INV002264,53.86,True
INV002265,46.0,True
INV002266,113.0,True
INV002267,51.78,True
INV002268,15.0,False
INV002269,103.75,True
INV002270,44.6,True
INV002271,47.0,True
INV002272,104.5,True
INV002273,137.0,True
INV002274,46.56,True
INV002275,43.67,True
INV002276,46.56,True
INV002277,38.45,True
INV002278,237.0,True
INV002279,65.0,True
INV002280,51.11,True
INV002281,96.6,True
INV002282,30.27,False
INV002283,78.0,True
INV002284,40.73,True
INV002285,9.0,False
INV002286,55.29,True
INV002287,50.2,True
INV002288,97.0,True
INV002289,10.0,False
INV002290,37.44,True
INV002291,83.67,True
INV002292,39.9,True
INV002293,65.0,True
INV002294,42.89,True
INV002295,42.73,True
INV002296,242.0,True
INV002297,130.0,True
INV002298,44.38,True
INV002299,53.5,True
INV002300,86.0,True
INV002301,335.0,True
INV002302,39.25,True
INV002303,0.0,False
INV002304,34.82,False
INV002305,12.0,False
INV002306,69.57,True
INV002307,68.4,True
INV002308,40.2,True
INV002309,0.0,False
INV002310,58.2,True
INV002311,46.8,True
INV002312,96.25,True
INV002313,0.0,False
INV002314,116.67,True
INV002315,39.18,True
INV002316,127.5,True
INV002317,22.0,False
INV002318,103.25,True
INV002319,36.0,True
INV002320,78.0,True
INV002321,0.0,False
INV002322,39.62,True
INV002323,56.5,True
INV002324,40.14,True
INV002325,84.25,True
INV002326,45.89,True
INV002327,45.5,True
INV002328,68.5,True
INV002329,35.91,True
INV002330,23.0,False
INV002331,115.67,True
INV002332,60.14,True
INV002333,72.4,True
INV002334,114.0,True
INV002335,95.33,True
INV002336,0.0,False
INV002337,46.0,True
INV002338,82.83,True
INV002339,61.2,True
INV002340,12.0,False
INV002341,47.4,True
INV002342,49.5,True
INV002343,42.0,True
INV002344,62.57,True
INV002345,49.14,True
INV002346,86.6,True
INV002347,40.5,True
INV002348,44.27,True
INV002349,42.89,True
INV002350,53.67,True
INV002351,43.09,True
INV002352,61.5,True
INV002353,51.75,True
INV002354,0.0,False
INV002355,267.0,True
INV002356,21.0,False
INV002357,39.09,True
INV002358,66.5,True
INV002359,0.0,False
INV002360,40.82,True
INV002361,49.89,True
INV002362,0.0,False
INV002363,59.12,True
INV002364,54.0,True
INV002365,51.33,True
INV002366,142.67,True
INV002367,51.29,True
INV002368,33.36,False
INV002369,52.56,True
INV002370,60.14,True
INV002371,86.0,True
INV002372,59.5,True
INV002373,44.64,True
INV002374,39.9,True
INV002375,41.33,True
INV002376,14.0,False
INV002377,107.67,True
INV002378,67.2,True
INV002379,106.25,True
INV002380,102.33,True
INV002381,77.2,True
INV002382,38.57,True
INV002383,74.0,True
INV002384,36.36,True
INV002385,23.0,False
INV002386,0.0,False
INV002387,57.0,True
INV002388,43.88,True
INV002389,41.55,True
INV002390,71.33,True
INV002391,23.67,False
INV002392,82.0,True
INV002393,49.75,True
INV002394,53.83,True
INV002395,97.0,True
INV002396,129.0,True
INV002397,51.67,True
INV002398,0.0,False
INV002399,40.36,True
INV002400,44.45,True
INV002401,41.4,True
INV002402,47.44,True
INV002403,93.0,True
INV002404,91.0,True
INV002405,74.33,True
INV002406,58.0,True
INV002407,46.33,True
INV002408,107.0,True
INV002409,35.36,True
INV002410,0.0,False
INV002411,101.5,True
INV002412,75.5,True
INV002413,41.1,True
INV002414,84.5,True
INV002415,40.2,True
INV002416,62.25,True
INV002417,55.56,True
INV002418,65.43,True
INV002419,117.67,True
INV002420,43.0,True
INV002421,51.0,True
INV002422,41.18,True
INV002423,86.75,True
INV002424,53.0,True
INV002425,60.0,True
INV002426,68.2,True
INV002427,32.5,False
INV002428,133.33,True
INV002429,56.14,True
INV002430,46.0,True
INV002431,66.0,True
INV002432,289.0,True
INV002433,0.0,False
INV002434,73.5,True
INV002435,86.5,True
INV002436,152.0,True
INV002437,32.78,False
INV002438,133.5,True
INV002439,30.0,False
INV002440,74.6,True
INV002441,113.0,True
INV002442,89.0,True
INV002443,0.0,False
INV002444,34.14,False
INV002445,34.9,False
INV002446,83.8,True
INV002447,327.0,True
INV002448,74.5,True
INV002449,148.0,True
INV002450,71.25,True
INV002451,272.0,True
INV002452,47.17,True
INV002453,37.8,True
INV002454,46.33,True
INV002455,0.0,False
INV002456,448.0,True
INV002457,152.5,True
INV002458,36.2,True
INV002459,42.18,True
INV002460,106.75,True
INV002461,87.8,True
INV002462,0.0,False
INV002463,79.5,True
INV002464,33.0,False
INV002465,105.25,True
INV002466,44.0,True
INV002467,42.56,True
INV002468,55.17,True
INV002469,41.89,True
INV002470,0.0,False
INV002471,34.9,False
INV002472,47.11,True
INV002473,62.0,True
INV002474,0.0,False
INV002475,44.7,True
INV002476,53.75,True
INV002477,39.0,True
INV002478,41.0,True
INV002479,260.0,True
INV002480,0.0,False
INV002481,208.0,True
INV002482,0.0,False
INV002483,61.29,True
INV002484,112.0,True
INV002485,33.73,False
INV002486,47.5,True
INV002487,67.5,True
INV002488,58.33,True
INV002489,144.0,True
INV002490,54.44,True
INV002491,87.0,True
INV002492,0.0,False
INV002493,146.67,True
INV002494,195.0,True
INV002495,51.33,True
INV002496,44.17,True
INV002497,42.82,True
INV002498,271.0,True
INV002499,56.43,True
INV002500,43.18,True
INV002501,0.0,False
INV002502,77.0,True
INV002503,47.5,True
INV002504,53.0,True
INV002505,149.67,True
INV002506,55.0,True
INV002507,83.2,True
INV002508,51.62,True
INV002509,29.0,False
INV002510,45.45,True
INV002511,302.0,True
INV002512,100.0,True
INV002513,78.0,True
INV002514,179.0,True
INV002515,83.75,True
INV002516,39.0,True
INV002517,0.0,False
INV002518,103.0,True
INV002519,0.0,False
INV002520,43.09,True
INV002521,56.43,True
INV002522,0.0,False
INV002523,45.64,True
INV002524,145.0,True
INV002525,116.5,True
INV002526,42.1,True
INV002527,29.8,False
INV002528,74.4,True
INV002529,81.6,True
INV002530,62.5,True
INV002531,50.89,True
INV002532,134.0,True
INV002533,60.67,True
INV002534,118.0,True
INV002535,36.1,True
INV002536,71.8,True
INV002537,0.0,False
INV002538,250.0,True
INV002539,65.0,True
INV002540,67.6,True
